"id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue","umpire1","umpire2","umpire3"
11137,2019,"Chennai","23/03/19","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,7,"Harbhajan Singh","M. A. Chidambaram Stadium","Bruce Oxenford","Anil Dandekar","Nitin Menon"
11138,2019,"Kolkata","24/03/19","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"AD Russell","Eden Gardens","Chris Gaffaney","Anil Chaudhary","Vineet Kulkarni"
11139,2019,"Mumbai","24/03/19","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","normal",0,"Delhi Capitals",37,0,"RR Pant","Wankhede Stadium","S Ravi","Yeshwant Barde","O Nandan"
11140,2019,"Jaipur","25/03/19","Kings XI Punjab","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Kings XI Punjab",14,0,"CH Gayle","Sawai Mansingh Stadium","C Shamshuddin","KN Anantapadmanabhan","Bruce Oxenford"
11141,2019,"Delhi","26/03/19","Delhi Capitals","Chennai Super Kings","Delhi Capitals","bat","normal",0,"Chennai Super Kings",0,6,"SR Watson","Feroz Shah Kotla Ground","Marais Erasmus","Nitin Menon","Anil Dandekar"
11142,2019,"Kolkata","27/03/19","Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",28,0,"AD Russell","Eden Gardens","Anil Chaudhary","Vineet Kulkarni","Chris Gaffaney"
11143,2019,"Bengaluru","28/03/19","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Mumbai Indians",6,0,"JJ Bumrah","M. Chinnaswamy Stadium","S Ravi","O Nandan","Yeshwant Barde"
11144,2019,"Hyderabad","29/03/19","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","bat","normal",0,"Sunrisers Hyderabad",0,5,"Rashid Khan","Rajiv Gandhi Intl. Cricket Stadium","Bruce Oxenford","C Shamshuddin","KN Anantapadmanabhan"
11145,2019,"Mohali","30/03/19","Mumbai Indians","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,8,"MA Agarwal","IS Bindra Stadium","Vineet Kulkarni","Chris Gaffaney","Anil Chaudhary"
11146,2019,"Delhi","30/03/19","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","tie",0,"Delhi Capitals",0,0,"P Shaw","Feroz Shah Kotla Ground","Anil Dandekar","Nitin Menon","Marais Erasmus"
11147,2019,"Hyderabad","31/03/19","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Sunrisers Hyderabad",118,0,"J Bairstow","Rajiv Gandhi Intl. Cricket Stadium","S Ravi","KN Anantapadmanabhan","C Shamshuddin"
11148,2019,"Chennai","31/03/19","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Chennai Super Kings",8,0,"MS Dhoni","M. A. Chidambaram Stadium","O Nandan","Yeshwant Barde","Bruce Oxenford"
11149,2019,"Mohali","01/04/19","Kings XI Punjab","Delhi Capitals","Delhi Capitals","field","normal",0,"Kings XI Punjab",14,0,"S Curran","IS Bindra Stadium","Anil Chaudhary","Chris Gaffaney","Vineet Kulkarni"
11150,2019,"Jaipur","02/04/19","Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"S Gopal","Sawai Mansingh Stadium","Marais Erasmus","Anil Dandekar","Nitin Menon"
11151,2019,"Mumbai","03/04/19","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",37,0,"HH Pandya","Wankhede Stadium","Bruce Oxenford","Rod Tucker","Yeshwant Barde"
11152,2019,"Delhi","04/04/19","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"J Bairstow","Feroz Shah Kotla Ground","C Shamshuddin","KN Anantapadmanabhan","S Ravi"
11153,2019,"Bengaluru","05/04/19","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,5,"AD Russell","M. Chinnaswamy Stadium","Anil Chaudhary","Chris Gaffaney","O Nandan"
11309,2019,"Chennai","06/04/19","Chennai Super Kings","Kings XI Punjab","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",22,0,"Harbhajan Singh","M. A. Chidambaram Stadium","KN Ananthapadmanabhan","Rod Tucker","C Shamshuddin"
11310,2019,"Hyderabad","06/04/19","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Mumbai Indians",40,0,"A Joseph","Rajiv Gandhi Intl. Cricket Stadium","Anil Dandekar","Nitin Menon","Marais Erasmus"
11311,2019,"Bengaluru","07/04/19","Royal Challengers Bangalore","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,4,"K Rabada","M. Chinnaswamy Stadium","S Ravi","Yeshwant Barde","O Nandan"
11312,2019,"Jaipur","07/04/19","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,8,"H Gurney","Sawai Mansingh Stadium","Chris Gaffaney","Anil Chaudhary","Bruce Oxenford"
11313,2019,"Mohali","08/04/19","Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","IS Bindra Stadium","Marais Erasmus","Anil Dandekar","Nitin Menon"
11314,2019,"Chennai","09/04/19","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,7,"DL Chahar","M. A. Chidambaram Stadium","Rod Tucker","C Shamshuddin","Ulhas Gandhe"
11315,2019,"Mumbai","10/04/19","Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,3,"KA Pollard","Wankhede Stadium","Yeshwant Barde","S Ravi","O Nandan"
11316,2019,"Jaipur","11/04/19","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,4,"MS Dhoni","Sawai Mansingh Stadium","Bruce Oxenford","Ulhas Gandhe","Chris Gaffaney"
11317,2019,"Kolkata","12/04/19","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,7,"S Dhawan","Eden Gardens","Yeshwant Barde","O Nandan","Rod Tucker"
11318,2019,"Mumbai","13/04/19","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,4,"JC Buttler","Wankhede Stadium","Nitin Menon","Nanda Kishore","Marais Erasmus"
11319,2019,"Mohali","13/04/19","Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,8,"AB de Villiers","IS Bindra Stadium","S Ravi","Ulhas Gandhe","Nigel Llong"
11320,2019,"Kolkata","14/04/19","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,5,"Imran Tahir","Eden Gardens","Rod Tucker","O Nandan","Yeshwant Barde"
11321,2019,"Hyderabad","14/04/19","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Delhi Capitals",39,0,"K Paul","Rajiv Gandhi Intl. Cricket Stadium","Anil Chaudhary","Bruce Oxenford","Chris Gaffaney"
11322,2019,"Mumbai","15/04/19","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,5,"SL Malinga","Wankhede Stadium","Marais Erasmus","Nitin Menon","Nanda Kishore"
11323,2019,"Mohali","16/04/19","Kings XI Punjab","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Kings XI Punjab",12,0,"R Ashwin","IS Bindra Stadium","Anil Chaudhary","Vineet Kulkarni","S Ravi"
11324,2019,"Hyderabad","17/04/19","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","bat","normal",0,"Sunrisers Hyderabad",0,6,"DA Warner","Rajiv Gandhi Intl. Cricket Stadium","Ian Gould","Ulhas Gandhe","C Shamshuddin"
11325,2019,"Delhi","18/04/19","Mumbai Indians","Delhi Capitals","Mumbai Indians","bat","normal",0,"Mumbai Indians",40,0,"HH Pandya","Feroz Shah Kotla Ground","Nigel Llong","Bruce Oxenford","Anil Chaudhary"
11326,2019,"Kolkata","19/04/19","Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Royal Challengers Bangalore",10,0,"V Kohli","Eden Gardens","Ian Gould","Nitin Menon","Anil Dandekar"
11327,2019,"Jaipur","20/04/19","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,5,"SPD Smith","Sawai Mansingh Stadium","S Ravi","Yeshwant Barde","O Nandan"
11328,2019,"Delhi","20/04/19","Kings XI Punjab","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,5,"SS Iyer","Feroz Shah Kotla Ground","Ulhas Gandhe","C Shamshuddin","Bruce Oxenford"
11329,2019,"Hyderabad","21/04/19","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,9,"K Ahmed","Rajiv Gandhi Intl. Cricket Stadium","Nitin Menon","Nigel Llong","Ian Gould"
11330,2019,"Bengaluru","21/04/19","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Royal Challengers Bangalore",1,0,"PA Patel","M. Chinnaswamy Stadium","Vineet Kulkarni","Rod Tucker","Anil Chaudhary"
11331,2019,"Jaipur","22/04/19","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,6,"RR Pant","Sawai Mansingh Stadium","S Ravi","Nanda Kishore","Yeshwant Barde"
11332,2019,"Chennai","23/04/19","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"SR Watson","M. A. Chidambaram Stadium","Nigel Llong","Anil Chaudhary","Vineet Kulkarni"
11333,2019,"Bengaluru","24/04/19","Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Royal Challengers Bangalore",17,0,"AB de Villiers","M. Chinnaswamy Stadium","Bruce Oxenford","C Shamshuddin","Rod Tucker"
11334,2019,"Kolkata","25/04/19","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,3,"VR Aaron","Eden Gardens","Ian Gould","Anil Dandekar","Nitin Menon"
11335,2019,"Chennai","26/04/19","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",46,0,"RG Sharma","M. A. Chidambaram Stadium","Nigel Llong","Anil Chaudhary","Vineet Kulkarni"
11336,2019,"Jaipur","27/04/19","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"JD Unadkat","Sawai Mansingh Stadium","Yeshwant Barde","Nand Kishore","Sundaram Ravi"
11337,2019,"Delhi","28/04/19","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","normal",0,"Delhi Capitals",16,0,"S Dhawan","Feroz Shah Kotla Ground","Bruce Oxenford","KN Ananthapadmanabhan","C Shamshuddin"
11338,2019,"Kolkata","28/04/19","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Kolkata Knight Riders",34,0,"AD Russell","Eden Gardens","Ian Gould","Nitin Menon","Anil Dandekar"
11339,2019,"Hyderabad","29/04/19","Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",45,0,"DA Warner","Rajiv Gandhi Intl. Cricket Stadium","S Ravi","O Nandan","Nanda Kishore"
11340,2019,"Bengaluru","30/04/19","Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals","field","no result",0,"",0,0,"","M. Chinnaswamy Stadium","Nigel Llong","Ulhas Gandhe","Anil Chaudhary"
11341,2019,"Chennai","01/05/19","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","normal",0,"Chennai Super Kings",80,0,"MS Dhoni","M. A. Chidambaram Stadium","Anil Dandekar","Nitin Menon","Ian Gould"
11342,2019,"Mumbai","02/05/19","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","tie",0,"Mumbai Indians",0,0,"JJ Bumrah","Wankhede Stadium","S Ravi","O Nandan","Nanda Kishore"
11343,2019,"Mohali","03/05/19","Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"S Gill","IS Bindra Stadium","Bruce Oxenford","C Shamshuddin","KN Ananthapadmanabhan"
11344,2019,"Delhi","04/05/19","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","bat","normal",0,"Delhi Capitals",0,5,"A Mishra","Feroz Shah Kotla Ground","Ian Gould","Anil Dandekar","Nitin Menon"
11345,2019,"Bengaluru","04/05/19","Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"S Hetmyer","M. Chinnaswamy Stadium","Nigel Llong","Anil Chaudhary","Ulhas Gandhe"
11346,2019,"Mohali","05/05/19","Chennai Super Kings","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","IS Bindra Stadium","KN Ananthapadmanabhan","C Shamshuddin","Bruce Oxenford"
11347,2019,"Mumbai","05/05/19","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,9,"HH Pandya","Wankhede Stadium","Nanda Kishore","O Nandan","S Ravi"
11412,2019,"Chennai","07/05/19","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","normal",0,"Mumbai Indians",0,6,"AS Yadav","M. A. Chidambaram Stadium","Nigel Llong","Nitin Menon","Ian Gould"
11413,2019,"Visakhapatnam","08/05/19","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,2,"RR Pant","ACA-VDCA Stadium","","",""
11414,2019,"Visakhapatnam","10/05/19","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"F du Plessis","ACA-VDCA Stadium","Sundaram Ravi","Bruce Oxenford","Chettithody Shamshuddin"
11415,2019,"Hyderabad","12/05/19","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",1,0,"JJ Bumrah","Rajiv Gandhi Intl. Cricket Stadium","Nitin Menon","Ian Gould","Nigel Llong"
